[WARN] | 5:24 | 'cell delete | backup:{"_id":"XJrryJBLym8Xmq3r6","buildingnumber":"4A","cellname":"table 1","cellId":"6327-1"}' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[WARN] | 6:55 | 'cell add:  | Cell Id: 6327-1' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[WARN] | 11:3 | 'report edit:  | Actual Number: 23 | documentID: jdBDWG88RTibbx4hH' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[WARN] | 11:3 | 'report edit:  | Status: undefined | documentID: jdBDWG88RTibbx4hH' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[WARN] | 11:3 | 'report edit:  | Operator ID Array: 00131,00408,null | documentID: jdBDWG88RTibbx4hH' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 21:22 | 'log out' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 30:14 | 'log in' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 31:4 | 'log out' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 31:9 | 'log in' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 31:16 | 'log in' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 32:30 | 'log out' | username: "HR_test" | User Id: 5ugvJ8DvsMnsu3Kd6
[INFO] | 33:2 | 'log in' | username: "nnnero" | User Id: EYm5fnkudnPCuXbFz
[INFO] | 33:31 | 'log out' | username: "nnnero" | User Id: EYm5fnkudnPCuXbFz
[INFO] | 36:9 | 'log in' | username: "nnnero" | User Id: Z7QiDFKQuddxmFZpn
